,Antibiotic,Route,Combo,vtm_nm,vtm_id,vmp_nm,vmp_id,descr,England-adapted 2019 AWaRe category,UK-adapted 2024 AWaRe category
636,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 45mg/5ml oral suspension,12934811000001103,suspension.oral,Access,Access
639,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 4mg/5ml oral solution,12934911000001108,solution.oral,Access,Access
638,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 4mg/5ml oral suspension,12935011000001108,suspension.oral,Access,Access
641,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 5.5mg/5ml oral solution,12935111000001109,solution.oral,Access,Access
640,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 5.5mg/5ml oral suspension,12935211000001103,suspension.oral,Access,Access
247,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 50mg capsules,41953111000001108,capsule.oral,Access,Access
249,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 50mg tablets,41953211000001102,tablet.oral,Access,Access
643,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 50mg/5ml oral solution,12935311000001106,solution.oral,Access,Access
642,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 50mg/5ml oral suspension,12935411000001104,suspension.oral,Access,Access
781,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 50mg/5ml oral suspension sugar free,41978311000001100,suspension.oral,Access,Access
645,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 5mg/5ml oral solution,12935511000001100,solution.oral,Access,Access
644,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 5mg/5ml oral suspension,12935611000001101,suspension.oral,Access,Access
647,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 6.5mg/5ml oral solution,12935711000001105,solution.oral,Access,Access
646,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 6.5mg/5ml oral suspension,12935811000001102,suspension.oral,Access,Access
649,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 6mg/5ml oral solution,12935911000001107,solution.oral,Access,Access
648,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 6mg/5ml oral suspension,12936011000001104,suspension.oral,Access,Access
651,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 7.5mg/5ml oral solution,12936111000001103,solution.oral,Access,Access
650,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 7.5mg/5ml oral suspension,12936211000001109,suspension.oral,Access,Access
653,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 7.8mg/5ml oral solution,12936311000001101,solution.oral,Access,Access
652,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 7.8mg/5ml oral suspension,12936411000001108,suspension.oral,Access,Access
655,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 75mg/5ml oral solution,12936511000001107,solution.oral,Access,Access
654,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 75mg/5ml oral suspension,12936611000001106,suspension.oral,Access,Access
657,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 7mg/5ml oral solution,12936711000001102,solution.oral,Access,Access
656,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 7mg/5ml oral suspension,12936811000001105,suspension.oral,Access,Access
659,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 8mg/5ml oral solution,12936911000001100,solution.oral,Access,Access
658,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 8mg/5ml oral suspension,12937011000001101,suspension.oral,Access,Access
661,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 9.5mg/5ml oral solution,12937111000001100,solution.oral,Access,Access
660,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 9.5mg/5ml oral suspension,12937211000001106,suspension.oral,Access,Access
663,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 9mg/5ml oral solution,12937311000001103,solution.oral,Access,Access
662,Nitrofurantoin,,False,Nitrofurantoin,776927008,Nitrofurantoin 9mg/5ml oral suspension,12937411000001105,suspension.oral,Access,Access
220,Norfloxacin,,False,Norfloxacin,776943001,Norfloxacin 400mg tablets,41953311000001105,tablet.oral,Watch,Watch
741,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 0.3% ear drops,32878711000001107,solutiondrops.auricular,Watch,Watch
335,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 0.3% eye drops,42193411000001106,solutiondrops.ophthalmic,Watch,Watch
164,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 100mg/50ml solution for infusion bottles,35897411000001105,solutioninfusion.intravenous,Watch,Watch
614,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 100mg/5ml oral solution,12905211000001105,solution.oral,Watch,Watch
611,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 100mg/5ml oral suspension,12895811000001101,suspension.oral,Watch,Watch
215,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 200mg tablets,41953411000001103,tablet.oral,Watch,Watch
451,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 200mg/100ml solution for infusion bottles,38752711000001101,solutioninfusion.intravenous,Watch,Watch
617,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 250mg/5ml oral solution,12905311000001102,solution.oral,Watch,Watch
615,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 250mg/5ml oral suspension,12905411000001109,suspension.oral,Watch,Watch
219,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 400mg tablets,41953511000001104,tablet.oral,Watch,Watch
150,Ofloxacin,,False,Ofloxacin,776973005,Ofloxacin 400mg/200ml solution for injection bottles,11136811000001106,solutioninfusion.intravenous,Watch,Watch
47,Oritavancin,,False,Oritavancin,777001001,Oritavancin 400mg powder for solution for infusion vials,40651511000001105,solutioninfusion.intravenous,Reserve,Reserve
670,Oxytetracycline,,False,Oxytetracycline,777035003,Oxytetracycline 100mg/5ml oral suspension,13003711000001101,suspension.oral,Watch,Watch
671,Oxytetracycline,,False,Oxytetracycline,777035003,Oxytetracycline 125mg/5ml oral suspension,13003811000001109,suspension.oral,Watch,Watch
325,Oxytetracycline,,False,Oxytetracycline,777035003,Oxytetracycline 250mg tablets,41953611000001100,tablet.oral,Watch,Watch
672,Oxytetracycline,,False,Oxytetracycline,777035003,Oxytetracycline 250mg/5ml oral suspension,13003911000001104,suspension.oral,Watch,Watch
673,Oxytetracycline,,False,Oxytetracycline,777035003,Oxytetracycline 500mg/5ml oral suspension,13004011000001101,suspension.oral,Watch,Watch
718,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 0.3% eye drops,22214211000001105,liquiddrops.ophthalmic,Access,Access
188,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 125mg/5ml oral solution,41953711000001109,solution.oral,Access,Access
531,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,9215111000001107,solution.oral,Access,Access
178,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 250mg tablets,41953811000001101,tablet.oral,Access,Access
186,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 250mg/5ml oral solution,41953911000001106,solution.oral,Access,Access
532,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,9215211000001101,solution.oral,Access,Access
34,Phenoxymethylpenicillin,,False,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 500mg tablets,44122111000001108,tablet.oral,Access,Access
456,Piperacillin + Tazobactam,,True,Piperacillin + Tazobactam,777212006,Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials,41954011000001109,solutioninfusion.intravenous,Watch,Watch
128,Piperacillin + Tazobactam,,True,Piperacillin + Tazobactam,777212006,Piperacillin 2g/50ml / Tazobactam 250mg/50ml infusion bags,21511011000001108,solutioninfusion.intravenous,Watch,Watch
63,Piperacillin + Tazobactam,,True,Piperacillin + Tazobactam,777212006,Piperacillin 3g / Tazobactam 375mg powder for solution for infusion vials,38422511000001100,solutioninfusion.intravenous,Watch,Watch
492,Piperacillin + Tazobactam,,True,Piperacillin + Tazobactam,777212006,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,4651611000001105,solutioninjection.intravenous,Watch,Watch
493,Piperacillin + Tazobactam,,True,Piperacillin + Tazobactam,777212006,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,4651611000001105,solutioninfusion.intravenous,Watch,Watch
457,Piperacillin + Tazobactam,,True,Piperacillin + Tazobactam,777212006,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,41954111000001105,solutioninfusion.intravenous,Watch,Watch
337,Pivmecillinam,,False,Pivmecillinam,777227006,Pivmecillinam 200mg tablets,39702711000001106,tablet.oral,Access,Access
739,Pivmecillinam,,False,Pivmecillinam,777227006,Pivmecillinam 200mg/5ml oral suspension,32750311000001106,suspension.oral,Access,Access
152,Procaine benzylpenicillin,,False,Procaine benzylpenicillin,1234762001,Procaine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials,10575011000001106,suspensioninjection.intramuscular,Access,Access
154,Procaine benzylpenicillin,,False,Procaine benzylpenicillin,1234762001,Procaine benzylpenicillin 1.5g/3.4ml suspension for injection pre-filled syringes,10523211000001101,suspensioninjection.intramuscular,Access,Access
153,Procaine benzylpenicillin,,False,Procaine benzylpenicillin,1234762001,"Procaine benzylpenicillin 600,000unit powder and solvent for suspension for injection vials",10575411000001102,suspensioninjection.intramuscular,Access,Access
450,Quinupristin + Dalfopristin,,True,Quinupristin + Dalfopristin,775439002,Quinupristin 150mg / Dalfopristin 350mg powder for solution for infusion vials,41881711000001109,solutioninfusion.intravenous,Reserve,Reserve
155,Spectinomycin,,False,Spectinomycin,777600004,Spectinomycin 2g powder and solvent for suspension for injection vials,10532311000001101,suspensioninjection.intramuscular-deep,Other,Other
144,Spiramycin,,False,Spiramycin,777602007,Spiramycin 1.5million unit powder for solution for infusion vials,11397011000001102,solutioninfusion.intravenous,Other,Other
145,Spiramycin,,False,Spiramycin,777602007,Spiramycin 1.5million unit tablets,11381211000001103,tablet.oral,Other,Other
147,Spiramycin,,False,Spiramycin,777602007,"Spiramycin 375,000units/5ml oral solution",35900311000001105,solution.oral,Other,Other
146,Spiramycin,,False,Spiramycin,777602007,Spiramycin 3million unit tablets,11381711000001105,tablet.oral,Other,Other
682,Sulfadiazine,,False,Sulfadiazine,777532008,Sulfadiazine 150mg/5ml oral suspension,13454711000001102,suspension.oral,Other,Other
168,Sulfadiazine,,False,Sulfadiazine,777532008,Sulfadiazine 1g/4ml solution for injection ampoules,39714411000001105,solutioninfusion.intravenous,Other,Other
169,Sulfadiazine,,False,Sulfadiazine,777532008,Sulfadiazine 1g/4ml solution for injection ampoules,39714411000001105,solutioninjection.intramuscular-deep,Other,Other
684,Sulfadiazine,,False,Sulfadiazine,777532008,Sulfadiazine 250mg/5ml oral suspension,13454811000001105,suspension.oral,Other,Other
385,Sulfadiazine,,False,Sulfadiazine,777532008,Sulfadiazine 500mg tablets,41955311000001106,tablet.oral,Other,Other
683,Sulfadiazine,,False,Sulfadiazine,777532008,Sulfadiazine 500mg/5ml oral suspension,13454911000001100,suspension.oral,Other,Other
513,Sulfamethoxypyridazine,,False,Sulfamethoxypyridazine,777643007,Sulfamethoxypyridazine 500mg tablets,5241611000001103,tablet.oral,Other,Other
693,Sulfapyridine,,False,Sulfapyridine,15465811000001106,Sulfapyridine 250mg capsules,15474111000001108,capsule.oral,Other,Other
725,Tedizolid,,False,Tedizolid,777686007,Tedizolid 200mg powder for solution for infusion vials,29734011000001109,solutioninfusion.intravenous,Reserve,Reserve
726,Tedizolid,,False,Tedizolid,777686007,Tedizolid 200mg tablets,41955511000001100,tablet.oral,Reserve,Reserve
45,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 1% eye drops,41011211000001104,solutiondrops.ophthalmic,Watch,Watch
67,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 1g/120ml infusion bags,38344611000001103,solutioninfusion.intravenous,Watch,Watch
394,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder and solvent for solution for injection vials,35915111000001103,solution.oral,Watch,Watch
395,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder and solvent for solution for injection vials,35915111000001103,solutioninjection.intramuscular,Watch,Watch
396,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder and solvent for solution for injection vials,35915111000001103,solutioninjection.intravenous,Watch,Watch
397,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder and solvent for solution for injection vials,35915111000001103,solutioninfusion.intravenous,Watch,Watch
773,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder for solution for injection vials,41955611000001101,solution.oral,Watch,Watch
774,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder for solution for injection vials,41955611000001101,solutioninjection.intramuscular,Watch,Watch
775,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder for solution for injection vials,41955611000001101,solutioninjection.intravenous,Watch,Watch
776,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg powder for solution for injection vials,41955611000001101,solutioninfusion.intravenous,Watch,Watch
140,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg/10ml solution for injection pre-filled injection devices,21110711000001106,solutioninjection.intramuscular,Watch,Watch
142,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg/10ml solution for injection pre-filled syringes,20966711000001100,solutioninjection.intramuscular,Watch,Watch
35,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 200mg/50ml infusion bags,44100011000001102,solutioninfusion.intravenous,Watch,Watch
398,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder and solvent for solution for injection vials,35915211000001109,solution.oral,Watch,Watch
399,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder and solvent for solution for injection vials,35915211000001109,solutioninjection.intramuscular,Watch,Watch
400,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder and solvent for solution for injection vials,35915211000001109,solutioninjection.intravenous,Watch,Watch
401,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder and solvent for solution for injection vials,35915211000001109,solutioninfusion.intravenous,Watch,Watch
777,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder for solution for injection vials,41955711000001105,solution.oral,Watch,Watch
778,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder for solution for injection vials,41955711000001105,solutioninjection.intramuscular,Watch,Watch
779,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder for solution for injection vials,41955711000001105,solutioninjection.intravenous,Watch,Watch
780,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg powder for solution for injection vials,41955711000001105,solutioninfusion.intravenous,Watch,Watch
64,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 400mg/108ml infusion bags,38344711000001107,solutioninfusion.intravenous,Watch,Watch
65,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 600mg/112ml infusion bags,38344811000001104,solutioninfusion.intravenous,Watch,Watch
66,Teicoplanin,,False,Teicoplanin,777691008,Teicoplanin 800mg/116ml infusion bags,38344911000001109,solutioninfusion.intravenous,Watch,Watch
94,Telavancin,,False,Telavancin,777693006,Telavancin 250mg powder for solution for infusion vials,41882311000001101,solutioninfusion.intravenous,Reserve,Reserve
95,Telavancin,,False,Telavancin,777693006,Telavancin 750mg powder for solution for infusion vials,41882411000001108,solutioninfusion.intravenous,Reserve,Reserve
533,Temocillin,,False,Temocillin,777700006,Temocillin 1g powder for solution for injection vials,9553611000001102,solutioninjection.intramuscular,Watch,Watch
534,Temocillin,,False,Temocillin,777700006,Temocillin 1g powder for solution for injection vials,9553611000001102,solutioninjection.intravenous,Watch,Watch
535,Temocillin,,False,Temocillin,777700006,Temocillin 1g powder for solution for injection vials,9553611000001102,solutioninfusion.intravenous,Watch,Watch
715,Tetracycline,,False,Tetracycline,777730003,Tetracycline 125mg/5ml oral solution,21407411000001104,solution.oral,Access,Access
331,Tetracycline,,False,Tetracycline,777730003,Tetracycline 2.2mg/ml topical solution,41748411000001102,solution.cutaneous,Access,Access
488,Tetracycline,,False,Tetracycline,777730003,Tetracycline 250mg capsules,39704711000001101,capsule.oral,Access,Access
253,Tetracycline,,False,Tetracycline,777730003,Tetracycline 250mg tablets,39704811000001109,tablet.oral,Access,Access
542,Tigecycline,,False,Tigecycline,777769009,Tigecycline 50mg powder for solution for infusion vials,10328711000001100,solutioninfusion.intravenous,Reserve,Reserve
341,Tinidazole,,False,Tinidazole,777775000,Tinidazole 500mg tablets,41956011000001104,tablet.oral,Other,Access
123,Tobramycin,,False,Tobramycin,777791002,Tobramycin 135mg/5ml oral solution,21718511000001106,solution.oral,Watch,Watch
743,Tobramycin,,False,Tobramycin,777791002,Tobramycin 170mg/1.7ml nebuliser liquid ampoules,32936811000001108,solutionnebuliser.inhalation,Watch,Watch
77,Tobramycin,,False,Tobramycin,777791002,Tobramycin 200mg/5ml oral solution,35084911000001108,solution.oral,Watch,Watch
475,Tobramycin,,False,Tobramycin,777791002,Tobramycin 20mg/2ml solution for injection vials,34194211000001103,solutioninjection.intramuscular,Watch,Watch
476,Tobramycin,,False,Tobramycin,777791002,Tobramycin 20mg/2ml solution for injection vials,34194211000001103,solutioninjection.intravenous,Watch,Watch
477,Tobramycin,,False,Tobramycin,777791002,Tobramycin 20mg/2ml solution for injection vials,34194211000001103,solutioninfusion.intravenous,Watch,Watch
720,Tobramycin,,False,Tobramycin,777791002,Tobramycin 20mg/5ml oral solution,23676411000001103,solution.oral,Watch,Watch
472,Tobramycin,,False,Tobramycin,777791002,Tobramycin 240mg/6ml solution for injection vials,4516011000001106,solutioninjection.intramuscular,Watch,Watch
473,Tobramycin,,False,Tobramycin,777791002,Tobramycin 240mg/6ml solution for injection vials,4516011000001106,solutioninjection.intravenous,Watch,Watch
474,Tobramycin,,False,Tobramycin,777791002,Tobramycin 240mg/6ml solution for injection vials,4516011000001106,solutioninfusion.intravenous,Watch,Watch
712,Tobramycin,,False,Tobramycin,777791002,Tobramycin 28mg inhalation powder capsules with device,19544811000001101,powderinhalation.inhalation,Watch,Watch
690,Tobramycin,,False,Tobramycin,777791002,Tobramycin 300mg/4ml nebuliser liquid ampoules,14801411000001105,solutionnebuliser.inhalation,Watch,Watch
386,Tobramycin,,False,Tobramycin,777791002,Tobramycin 300mg/5ml nebuliser liquid ampoules,4145111000001102,solutionnebuliser.inhalation,Watch,Watch
688,Tobramycin,,False,Tobramycin,777791002,Tobramycin 3mg/ml eye drops,14253311000001100,solutiondrops.ophthalmic,Watch,Watch
122,Tobramycin,,False,Tobramycin,777791002,Tobramycin 400mg/5ml oral solution,21717911000001100,solution.oral,Watch,Watch
469,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection ampoules,35919711000001100,solutioninjection.intramuscular,Watch,Watch
470,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection ampoules,35919711000001100,solutioninjection.intravenous,Watch,Watch
471,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection ampoules,35919711000001100,solutioninfusion.intravenous,Watch,Watch
502,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection vials,4957911000001108,solutioninjection.intramuscular,Watch,Watch
503,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection vials,4957911000001108,solutioninjection.intravenous,Watch,Watch
504,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection vials,4957911000001108,solutioninfusion.intravenous,Watch,Watch
735,Tobramycin,,False,Tobramycin,777791002,Tobramycin 40mg/5ml oral solution,32656811000001108,solution.oral,Watch,Watch
391,Tobramycin,,False,Tobramycin,777791002,Tobramycin 80mg/2ml solution for infusion ampoules,35919811000001108,solutioninjection.intramuscular,Watch,Watch
392,Tobramycin,,False,Tobramycin,777791002,Tobramycin 80mg/2ml solution for infusion ampoules,35919811000001108,solutioninjection.intravenous,Watch,Watch
393,Tobramycin,,False,Tobramycin,777791002,Tobramycin 80mg/2ml solution for infusion ampoules,35919811000001108,solutioninfusion.intravenous,Watch,Watch
387,Tobramycin,,False,Tobramycin,777791002,Tobramycin 80mg/2ml solution for injection vials,4145011000001103,solutioninjection.intramuscular,Watch,Watch
388,Tobramycin,,False,Tobramycin,777791002,Tobramycin 80mg/2ml solution for injection vials,4145011000001103,solutioninjection.intravenous,Watch,Watch
389,Tobramycin,,False,Tobramycin,777791002,Tobramycin 80mg/2ml solution for injection vials,4145011000001103,solutioninfusion.intravenous,Watch,Watch
151,Tobramycin,,False,Tobramycin,777791002,Tobramycin sulfate powder,10824311000001107,,Watch,Watch
176,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 100mg tablets,41956111000001103,tablet.oral,Access,Access
260,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 100mg/5ml solution for injection ampoules,36144011000001106,solutioninjection.intravenous,Access,Access
261,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 100mg/5ml solution for injection ampoules,36144011000001106,solutioninfusion.intravenous,Access,Access
177,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 200mg tablets,41956211000001109,tablet.oral,Access,Access
678,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 200mg/5ml oral solution,13374511000001101,solution.oral,Access,Access
674,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 200mg/5ml oral suspension,13374611000001102,suspension.oral,Access,Access
679,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 20mg/5ml oral solution,13374711000001106,solution.oral,Access,Access
675,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 20mg/5ml oral suspension,13374811000001103,suspension.oral,Access,Access
680,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 240mg/5ml oral solution,13374911000001108,solution.oral,Access,Access
676,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 240mg/5ml oral suspension,13375011000001108,suspension.oral,Access,Access
201,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 50mg/5ml oral suspension sugar free,39022311000001100,suspension.oral,Access,Access
681,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 7mg/5ml oral solution,13375111000001109,solution.oral,Access,Access
677,Trimethoprim,,False,Trimethoprim,777858001,Trimethoprim 7mg/5ml oral suspension,13375211000001103,suspension.oral,Access,Access
83,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1.25g/250ml infusion bags,35050611000001101,solutioninfusion.intravenous,Watch,Watch
717,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1.4% eye drops,22103111000001101,solutiondrops.ophthalmic,Watch,Watch
141,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1.4% eye drops preservative free,20983311000001106,solutiondrops.ophthalmic,Watch,Watch
79,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1.5g/500ml infusion bags,35055311000001104,solutioninfusion.intravenous,Watch,Watch
68,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1.5g/530ml infusion bags,38345011000001109,solutioninfusion.intravenous,Watch,Watch
138,Vancomycin,,False,Vancomycin,777914002,Vancomycin 10mg/1ml solution for injection pre-filled syringes,21273811000001100,solutioninjection.intrathecal,Watch,Watch
81,Vancomycin,,False,Vancomycin,777914002,Vancomycin 10mg/2ml solution for injection pre-filled syringes,35048511000001100,solutioninjection.intravenous,Watch,Watch
390,Vancomycin,,False,Vancomycin,777914002,Vancomycin 125mg capsules,41956311000001101,capsule.oral,Watch,Watch
691,Vancomycin,,False,Vancomycin,777914002,Vancomycin 125mg/5ml oral solution,15453011000001107,solution.oral,Watch,Watch
692,Vancomycin,,False,Vancomycin,777914002,Vancomycin 125mg/5ml oral suspension,15453111000001108,suspension.oral,Watch,Watch
452,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1g powder for solution for infusion vials,41956411000001108,solution.oral,Watch,Watch
453,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1g powder for solution for infusion vials,41956411000001108,solutioninjection.intravenous,Watch,Watch
454,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1g powder for solution for infusion vials,41956411000001108,solutioninfusion.intravenous,Watch,Watch
455,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1g powder for solution for infusion vials,41956411000001108,solution.gastroenteral,Watch,Watch
78,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1g/250ml infusion bags,35054211000001106,solutioninfusion.intravenous,Watch,Watch
131,Vancomycin,,False,Vancomycin,777914002,Vancomycin 1mg/0.1ml solution for injection pre-filled syringes,21277311000001102,solutioninjection.intravitreal,Watch,Watch
92,Vancomycin,,False,Vancomycin,777914002,Vancomycin 2.5mg/0.5ml solution for injection pre-filled syringes,28047511000001105,solutioninjection.intravitreal,Watch,Watch
110,Vancomycin,,False,Vancomycin,777914002,Vancomycin 20mg pastilles,22399111000001107,pastille.oromucosal,Watch,Watch
137,Vancomycin,,False,Vancomycin,777914002,Vancomycin 20mg/4ml solution for injection pre-filled syringes,21273411000001102,solutioninjection.intrathecal,Watch,Watch
403,Vancomycin,,False,Vancomycin,777914002,Vancomycin 250mg capsules,41956511000001107,capsule.oral,Watch,Watch
527,Vancomycin,,False,Vancomycin,777914002,Vancomycin 250mg/5ml oral solution,8818611000001100,solution.oral,Watch,Watch
528,Vancomycin,,False,Vancomycin,777914002,Vancomycin 250mg/5ml oral suspension,8818711000001109,suspension.oral,Watch,Watch
80,Vancomycin,,False,Vancomycin,777914002,Vancomycin 2g/500ml infusion bags,35055911000001103,solutioninfusion.intravenous,Watch,Watch
69,Vancomycin,,False,Vancomycin,777914002,Vancomycin 2g/540ml infusion bags,38345111000001105,solutioninfusion.intravenous,Watch,Watch
50,Vancomycin,,False,Vancomycin,777914002,Vancomycin 2mg/0.1ml intravitreal injection kit,40529511000001103,solutioninjection.intravitreal,Watch,Watch
136,Vancomycin,,False,Vancomycin,777914002,Vancomycin 30mg/3ml solution for injection pre-filled syringes,21272811000001108,solutioninjection.intrathecal,Watch,Watch
132,Vancomycin,,False,Vancomycin,777914002,Vancomycin 4mg/2ml solution for injection pre-filled syringes,21277911000001101,solutioninjection.intravenous,Watch,Watch
714,Vancomycin,,False,Vancomycin,777914002,Vancomycin 5% eye drops,21407511000001100,solution.ophthalmic,Watch,Watch
135,Vancomycin,,False,Vancomycin,777914002,Vancomycin 5% eye drops preservative free,21272211000001107,solution.ophthalmic,Watch,Watch
404,Vancomycin,,False,Vancomycin,777914002,Vancomycin 500mg powder for solution for infusion vials,41956611000001106,solution.oral,Watch,Watch
405,Vancomycin,,False,Vancomycin,777914002,Vancomycin 500mg powder for solution for infusion vials,41956611000001106,solutioninfusion.intravenous,Watch,Watch
406,Vancomycin,,False,Vancomycin,777914002,Vancomycin 500mg powder for solution for infusion vials,41956611000001106,solution.gastroenteral,Watch,Watch
130,Vancomycin,,False,Vancomycin,777914002,Vancomycin 500mg/100ml infusion bags,21276711000001101,solutioninfusion.intravenous,Watch,Watch
